LoanId,AmountDisbursed,Interest,LoanBalance,BorrowDate,Product,Branch,ClearDate,CustomerId,Gender,LoanLimit,CreditScore,loan_repayment_txn_count,loan_repayment_total_paid,loan_repayment_first_payment,loan_repayment_last_payment,loan_overpayment,missed_instalments,Industry,Business Type,Year of Establishment
886298,4000,1250,0,9/16/2025,5 WEEKS CREDIT EASE,MOLO,9/12/2025,1683,FEMALE,7000,2000,1,1060,16/09/2025,16/09/2025,0,4,Food & Hospitality,Food Kiosks,2023
942249,7000,2800,7000,11/13/2025,7 WEEKS CREDIT EASE,ENGINEER,1/1/2026,1675,FEMALE,8000,2000,1,700,25/11/2025,25/11/2025,0,7,General Hardware & Electronics,Building & Construction Materials,2015
877563,4000,1250,0,8/28/2025,5 WEEKS CREDIT EASE,MOLO,27/08/2025,1663,FEMALE,7000,2000,1,1870,28/08/2025,28/08/2025,0,3,Food & Hospitality,Food Kiosks,2023
869723,5000,1500,30,11/7/2025,5 WEEKS CREDIT EASE,MOLO,15/08/2025,1646,FEMALE,8000,2000,1,100,17/11/2025,17/11/2025,0,5,Personal Services ,Beauty Salon,2016
950963,12000,6500,18500,11/27/2025,10 WEEKS CREDIT EASE,ENGINEER,2/5/2026,1628,FEMALE,22000,2000,1,6605,27/11/2025,27/11/2025,0,5,Food & Hospitality,Bar/ Restaurant,2019
904803,9000,2500,3840,10/9/2025,5 WEEKS CREDIT EASE,MOLO,15/10/2025,1618,FEMALE,9000,2500,1,3550,12/11/2025,12/11/2025,0,5,Personal Services ,Hawking- Mobile merchandize Services,2019
853466,6000,1750,0,9/7/2025,5 WEEKS CREDIT EASE,ENGINEER,15/07/2025,1604,FEMALE,6000,2500,1,600,12/9/2025,12/9/2025,0,5,Food & Hospitality,Retail Shop,2023
868580,6000,1750,0,8/14/2025,5 WEEKS CREDIT EASE,ENGINEER,13/08/2025,1602,FEMALE,6000,2500,1,100,14/08/2025,14/08/2025,0,5,Food & Hospitality,Retail Shop,2020
852335,5000,1500,0,6/16/2025,5 WEEKS CREDIT EASE,ENGINEER,7/12/2025,1600,FEMALE,6000,2000,1,6500,16/06/2025,16/06/2025,0,0,Food & Hospitality,Food Kiosks,2020
890487,5000,1500,1360,8/16/2025,5 WEEKS CREDIT EASE,MOLO,20/09/2025,1599,MALE,8000,1800,1,900,22/10/2025,22/10/2025,0,5,Personal Services ,Green Grocery (Fruit/Vegetables),2017
850032,6000,1750,0,6/23/2025,5 WEEKS CREDIT EASE,ENGINEER,7/8/2025,1597,MALE,6000,2500,1,4650,23/06/2025,23/06/2025,0,2,Food & Hospitality,Meat Vendor-Butchery,2022
946365,5000,1500,6200,11/19/2025,5 WEEKS CREDIT EASE,MOLO,24/12/2025,1596,MALE,6000,2500,1,120,26/11/2025,26/11/2025,0,5,Fashion & Beauty Products,Beauty Salon,2018
867477,7000,2800,6200,8/7/2025,7 WEEKS CREDIT EASE,ENGINEER,26/08/2025,1581,MALE,7000,2000,1,1300,4/8/2025,4/8/2025,0,6,Fashion & Beauty Products,Tailoring Services,2018
875564,5000,1500,0,7/29/2025,5 WEEKS CREDIT EASE,MOLO,22/08/2025,1580,MALE,7000,3000,1,2100,29/07/2025,29/07/2025,0,3,Automobile Services,Tailoring Services,2018
943873,9000,5000,11200,11/15/2025,10 WEEKS CREDIT EASE,ENGINEER,24/01/2026,1576,FEMALE,9000,2500,1,602,28/11/2025,28/11/2025,0,10,Food & Hospitality,Green Grocery (Fruit/Vegetables),2021
842366,6000,1750,7160,5/17/2025,5 WEEKS CREDIT EASE,MOLO,21/06/2025,1574,MALE,11400,1800,1,1550,24/05/2025,24/05/2025,0,5,Business & Information,Not defined,2020
876735,5000,1500,1040,7/21/2025,5 WEEKS CREDIT EASE,ENGINEER,25/08/2025,1567,MALE,5000,2000,1,1700,1/11/2025,1/11/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2012
840380,5000,1500,0,6/23/2025,5 WEEKS CREDIT EASE,MOLO,17/06/2025,1565,MALE,6000,1500,1,1200,23/06/2025,23/06/2025,0,4,Personal Services ,Beauty Salon,2024
943828,10000,2750,7150,11/15/2025,5 WEEKS CREDIT EASE,MOLO,20/12/2025,1564,MALE,12000,2000,1,2500,27/11/2025,27/11/2025,0,5,Food & Hospitality,Hawking- Mobile merchandize Services,2017
910762,5000,1500,0,10/24/2025,5 WEEKS CREDIT EASE,MOLO,24/10/2025,1557,FEMALE,11000,1800,1,100,25/11/2025,25/11/2025,0,5,Food & Hospitality,Food Kiosks,2020
867308,9000,2500,3280,8/7/2025,5 WEEKS CREDIT EASE,MOLO,8/12/2025,1534,MALE,11000,2500,1,1160,4/8/2025,4/8/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2015
841145,7000,2000,5140,5/14/2025,5 WEEKS CREDIT EASE,ENGINEER,18/06/2025,1518,MALE,7000,2000,1,150,9/6/2025,9/6/2025,0,5,Manufacturing,Green Grocery (Fruit/Vegetables),2011
824669,5000,1500,0,8/5/2025,5 WEEKS CREDIT EASE,MOLO,15/05/2025,1512,MALE,6000,2000,1,802,12/8/2025,12/8/2025,0,5,Agriculture ,Farming-Animal Products,2016
912800,10000,3850,13584,9/23/2025,7 WEEKS CREDIT EASE,ENGINEER,11/11/2025,1510,MALE,13000,2000,1,1740,30/09/2025,30/09/2025,0,7,Food & Hospitality,Green Grocery (Fruit/Vegetables),2023
854682,5000,1500,0,7/17/2025,5 WEEKS CREDIT EASE,MOLO,16/07/2025,1501,MALE,9000,1800,1,1600,17/07/2025,17/07/2025,0,4,Food & Hospitality,Green Grocery (Fruit/Vegetables),2017
909354,6000,1750,7720,9/17/2025,5 WEEKS CREDIT EASE,MOLO,22/10/2025,1499,MALE,9000,2500,1,100,25/09/2025,25/09/2025,0,5,Personal Services ,Taxi & Rental Services,2011
831510,6000,1750,0,5/28/2025,5 WEEKS CREDIT EASE,ENGINEER,29/05/2025,1497,MALE,8000,1800,1,3800,28/05/2025,28/05/2025,0,2,Food & Hospitality,Seafood- Fish vendor,2019
819128,5000,1500,7500,3/26/2025,5 WEEKS CREDIT EASE,MOLO,30/04/2025,1487,MALE,6000,2500,1,3100,26/03/2025,26/03/2025,0,2,Food & Hospitality,Food Kiosks,2016
816561,5000,1500,0,5/5/2025,5 WEEKS CREDIT EASE,ENGINEER,26/04/2025,1480,MALE,7000,2000,1,1800,5/5/2025,5/5/2025,0,4,Natural Resources/Environmental ,Firewood & Charcoal Vendor,2019
841208,5000,1500,1240,5/14/2025,5 WEEKS CREDIT EASE,ENGINEER,18/06/2025,1479,MALE,7000,2000,1,220,25/07/2025,25/07/2025,0,5,Food & Hospitality,Entertainment/Party & Events Planning,2010
882487,5000,1500,0,8/21/2025,5 WEEKS CREDIT EASE,MOLO,9/5/2025,1464,FEMALE,12000,2500,1,6500,10/7/2025,10/7/2025,0,0,Food & Hospitality,Food Kiosks,2018
952310,10000,2750,12750,11/30/2025,5 WEEKS CREDIT EASE,MOLO,1/4/2026,1464,FEMALE,14000,2500,1,320,30/11/2025,30/11/2025,0,5,Fashion & Beauty Products,Footware shop,2019
831705,5000,1500,4860,4/24/2025,5 WEEKS CREDIT EASE,ENGINEER,29/05/2025,1461,MALE,7000,2000,1,520,31/07/2025,31/07/2025,0,5,Fashion & Beauty Products,Barber Shop,2016
904314,8000,2250,0,12/10/2025,5 WEEKS CREDIT EASE,MOLO,15/10/2025,1459,MALE,14000,2800,1,750,23/11/2025,23/11/2025,0,5,Food & Hospitality,Retail Shop,2012
803905,5000,1500,0,2/22/2025,5 WEEKS CREDIT EASE,MOLO,25/03/2025,1442,MALE,8000,2500,1,6500,22/02/2025,22/02/2025,0,0,Food & Hospitality,Bar/ Restaurant,2025
889817,7000,2000,0,9/18/2025,5 WEEKS CREDIT EASE,MOLO,19/09/2025,1436,FEMALE,11000,2000,1,1300,28/11/2025,28/11/2025,0,5,Food & Hospitality,Food Kiosks,2016
814745,10000,3850,0,4/24/2025,7 WEEKS CREDIT EASE,ENGINEER,5/6/2025,1425,FEMALE,10000,2500,1,9350,24/04/2025,24/04/2025,0,1,Personal Services ,Barber Shop,2018
911877,12000,4550,0,10/23/2025,7 WEEKS CREDIT EASE,ENGINEER,11/10/2025,1424,MALE,16800,2000,1,12800,27/11/2025,27/11/2025,0,5,"Agriculture, Forestry & Fishing",Farming-Crop Products (Coconuts etc),2019
792866,5000,1500,7500,1/16/2025,5 WEEKS CREDIT EASE,ENGINEER,20/02/2025,1423,MALE,6700,20000,1,500,16/01/2025,16/01/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2019
853398,3000,1000,0,7/30/2025,5 WEEKS CREDIT EASE,MOLO,15/07/2025,1422,MALE,4500,2500,1,340,14/11/2025,14/11/2025,0,5,Food & Hospitality,Food Kiosks,2022
790493,5000,1500,0,1/18/2025,5 WEEKS CREDIT EASE,ENGINEER,15/02/2025,1415,MALE,8300,2000,1,6500,18/01/2025,18/01/2025,0,0,Fashion & Beauty Products,Second Hand Clothes,2016
797198,8000,3150,10921.43,1/30/2025,7 WEEKS CREDIT EASE,ENGINEER,20/03/2025,1409,FEMALE,14700,2000,1,100,7/2/2025,7/2/2025,0,7,Fashion & Beauty Products,Cosmetic Shop,2018
822033,9000,3500,0,12/5/2025,7 WEEKS CREDIT EASE,ENGINEER,22/05/2025,1407,MALE,0,1800,1,3200,4/8/2025,4/8/2025,0,5,Personal Services ,Farming-Animal Products,2024
794550,8000,2250,0,10/2/2025,5 WEEKS CREDIT EASE,ENGINEER,25/02/2025,1405,FEMALE,18000,3500,1,950,16/03/2025,16/03/2025,0,5,Food & Hospitality,Retail Shop,2019
950943,10000,5500,15500,11/27/2025,10 WEEKS CREDIT EASE,ENGINEER,2/5/2026,1403,FEMALE,15700,2500,1,1980,27/11/2025,27/11/2025,0,9,Fashion & Beauty Products,Footware shop,2019
950843,10000,2750,12750,11/27/2025,5 WEEKS CREDIT EASE,ENGINEER,1/1/2026,1402,MALE,17100,1800,1,710,27/11/2025,27/11/2025,0,5,Fashion & Beauty Products,Tailoring Services,2022
783643,5000,1500,0,1/22/2025,5 WEEKS CREDIT EASE,MOLO,22/01/2025,1389,MALE,7500,1800,1,1300,22/01/2025,22/01/2025,0,4,Food & Hospitality,Hawking- Mobile merchandize Services,2015
823279,7000,2000,0,12/5/2025,5 WEEKS CREDIT EASE,MOLO,5/12/2025,1386,FEMALE,14000,2000,1,500,25/11/2025,25/11/2025,0,5,Food & Hospitality,Meat Vendor-Butchery,2024
807344,6000,1750,2015,2/27/2025,5 WEEKS CREDIT EASE,ENGINEER,4/3/2025,1385,MALE,8400,2500,1,1056,2/6/2025,2/6/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2018
779688,5000,1500,0,1/13/2025,5 WEEKS CREDIT EASE,ENGINEER,13/01/2025,1377,MALE,5000,3000,1,1300,13/01/2025,13/01/2025,0,4,Food & Hospitality,Retail Shop,2016
779123,5000,1500,0,1/17/2025,5 WEEKS CREDIT EASE,MOLO,1/10/2025,1376,MALE,9200,2000,1,1270,17/01/2025,17/01/2025,0,4,Fashion & Beauty Products,Tailoring Services,2023
778899,5000,1500,0,12/13/2024,5 WEEKS CREDIT EASE,ENGINEER,1/10/2025,1375,MALE,5000,3000,1,6500,13/12/2024,13/12/2024,0,0,Food & Hospitality,Green Grocery (Fruit/Vegetables),2018
773660,5000,1500,0,12/26/2024,5 WEEKS CREDIT EASE,MOLO,27/12/2024,1366,FEMALE,6000,2500,1,1300,26/12/2024,26/12/2024,0,4,Food & Hospitality,Food Kiosks,2021
823283,8000,2250,5510,7/4/2025,5 WEEKS CREDIT EASE,ENGINEER,5/12/2025,1364,MALE,14400,3000,1,300,11/6/2025,11/6/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2019
771156,5000,1500,0,12/20/2024,5 WEEKS CREDIT EASE,MOLO,21/12/2024,1359,MALE,5000,2000,1,650,20/12/2024,20/12/2024,0,5,Natural Resources/Environmental ,Firewood & Charcoal Vendor,2020
883655,4000,1250,0,10/9/2025,5 WEEKS CREDIT EASE,MOLO,9/9/2025,1339,FEMALE,5600,2000,1,1270,28/11/2025,28/11/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2018
933875,5000,1500,1300,10/29/2025,5 WEEKS CREDIT EASE,ENGINEER,12/3/2025,1325,FEMALE,7000,2500,1,430,25/11/2025,25/11/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2017
743400,5000,1500,3600,10/9/2024,5 WEEKS CREDIT EASE,ENGINEER,15/10/2024,1318,MALE,6000,2000,1,800,15/10/2024,15/10/2024,0,5,Agriculture ,Farming-Animal Products,2023
949471,12000,3250,15250,11/25/2025,5 WEEKS CREDIT EASE,MOLO,30/12/2025,1309,FEMALE,108000,2000,1,1806,24/11/2025,24/11/2025,0,5,Food & Hospitality,Meat Vendor-Butchery,2025
755969,7000,2000,6630,10/10/2024,5 WEEKS CREDIT EASE,ENGINEER,14/11/2024,1304,FEMALE,15400,3000,1,575,2/11/2024,2/11/2024,0,5,Food & Hospitality,Caterer,2018
725268,5000,1500,0,8/27/2024,5 WEEKS CREDIT EASE,ENGINEER,9/2/2024,1281,MALE,8600,2000,1,4305,27/08/2024,27/08/2024,0,1,Fashion & Beauty Products,Second Hand Clothes,2019
722035,5000,1500,0,8/14/2024,5 WEEKS CREDIT EASE,ENGINEER,26/08/2024,1272,MALE,10000,2500,1,5200,14/08/2024,14/08/2024,0,0,Natural Resources/Environmental ,Firewood & Charcoal Vendor,2012
721940,7000,2000,0,12/8/2024,5 WEEKS CREDIT EASE,ENGINEER,26/08/2024,1244,FEMALE,9300,3000,1,56,7/10/2024,7/10/2024,0,5,Food & Hospitality,Retail Shop,2018
708685,5000,1500,7500,6/18/2024,5 WEEKS CREDIT EASE,ENGINEER,23/07/2024,1229,FEMALE,5000,2500,1,500,18/06/2024,18/06/2024,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2015
708351,8000,2250,0,7/24/2024,5 WEEKS CREDIT EASE,MOLO,23/07/2024,1228,MALE,28000,2500,1,750,24/07/2024,24/07/2024,0,5,Transportation ,Motor Bike Transportation,2018
706566,5000,1500,0,12/7/2024,5 WEEKS CREDIT EASE,ENGINEER,18/07/2024,1226,MALE,10000,2000,1,6500,16/12/2024,16/12/2024,0,1,Food & Hospitality,Green Grocery (Fruit/Vegetables),2021
948664,5000,1500,5600,11/24/2025,5 WEEKS CREDIT EASE,MOLO,29/12/2025,1203,MALE,6700,2500,1,750,29/11/2025,29/11/2025,0,5,Fashion & Beauty Products,Second Hand Clothes,2017
695942,5000,1500,0,6/14/2024,5 WEEKS CREDIT EASE,ENGINEER,21/06/2024,1202,MALE,5700,2000,1,3400,14/06/2024,14/06/2024,0,2,Agriculture ,Farming-Crop Products (Coconuts etc),2016
694664,5000,1500,0,6/20/2024,5 WEEKS CREDIT EASE,MOLO,18/06/2024,1200,MALE,7100,2000,1,13,20/06/2024,20/06/2024,0,5,Fashion & Beauty Products,New Clothes,2020
693407,5000,1500,0,6/15/2024,5 WEEKS CREDIT EASE,ENGINEER,15/06/2024,1197,MALE,27000,2000,1,1300,15/06/2024,15/06/2024,0,4,Food & Hospitality,Meat Vendor-Butchery,2020
703115,7000,2800,11200,5/6/2024,7 WEEKS CREDIT EASE,ENGINEER,24/07/2024,1182,FEMALE,11400,1800,1,500,5/6/2024,5/6/2024,0,7,Food & Hospitality,Food Kiosks,2019
687915,5000,1500,0,5/27/2024,5 WEEKS CREDIT EASE,ENGINEER,31/05/2024,1176,FEMALE,13800,2000,1,1800,27/05/2024,27/05/2024,0,4,Food & Hospitality,Retail Shop,2011
685520,5000,1500,0,5/27/2024,5 WEEKS CREDIT EASE,MOLO,27/05/2024,1173,FEMALE,6000,3000,1,1300,27/05/2024,27/05/2024,0,4,Food & Hospitality,Food Kiosks,2018
724775,10000,3850,11288.57,7/27/2024,7 WEEKS CREDIT EASE,ENGINEER,14/09/2024,1171,FEMALE,17500,1800,1,1590,28/08/2024,28/08/2024,0,7,Food & Hospitality,Green Grocery (Fruit/Vegetables),2025
697082,5000,1500,1100,5/20/2024,5 WEEKS CREDIT EASE,ENGINEER,24/06/2024,1161,FEMALE,13800,1500,1,1920,22/07/2024,22/07/2024,0,5,Personal Services ,Entertainment/Party & Events Planning,2019
713012,5000,1500,2200,6/28/2024,5 WEEKS CREDIT EASE,ENGINEER,8/2/2024,1160,FEMALE,11200,3000,1,1860,20/08/2024,20/08/2024,0,5,Agriculture ,Farming-Crop Products (Coconuts etc),2019
680457,5000,1500,0,6/5/2024,5 WEEKS CREDIT EASE,ENGINEER,14/05/2024,1157,MALE,11000,2500,1,6500,5/8/2024,5/8/2024,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2017
680456,5000,1500,0,4/15/2024,5 WEEKS CREDIT EASE,ENGINEER,14/05/2024,1156,MALE,8000,2000,1,6500,15/04/2024,15/04/2024,0,0,Fashion & Beauty Products,Hawking- Mobile merchandize Services,2018
677703,5000,1500,0,6/27/2024,5 WEEKS CREDIT EASE,MOLO,5/7/2024,1143,MALE,18300,1800,1,200,27/06/2024,27/06/2024,0,5,Food & Hospitality,Food Kiosks,2020
757753,5000,1500,2595,10/14/2024,5 WEEKS CREDIT EASE,ENGINEER,18/11/2024,1132,MALE,16200,2500,1,2235,8/11/2024,8/11/2024,0,5,Wholesale & Retail Trade,Green Grocery (Fruit/Vegetables),2013
797507,10000,3850,0,3/3/2025,7 WEEKS CREDIT EASE,ENGINEER,21/03/2025,1131,MALE,12900,1800,1,13850,31/01/2025,31/01/2025,0,0,Fashion & Beauty Products,Tailoring Services,2024
675028,5000,1500,0,4/29/2024,5 WEEKS CREDIT EASE,ENGINEER,29/04/2024,1126,MALE,8800,1800,1,40,29/04/2024,29/04/2024,0,5,Hospitality & Tourism,Bar/ Restaurant,2016
674125,7000,2000,0,8/4/2024,5 WEEKS CREDIT EASE,ENGINEER,25/04/2024,1104,FEMALE,10500,2000,1,9000,5/9/2024,5/9/2024,0,4,Food & Hospitality,Food Kiosks,2018
779621,15000,8000,0,12/2/2025,10 WEEKS CREDIT EASE,ENGINEER,17/02/2025,1096,MALE,15000,7000,1,592,9/5/2025,9/5/2025,0,10,Food & Hospitality,Green Grocery (Fruit/Vegetables),2021
710954,6000,1750,0,7/22/2024,5 WEEKS CREDIT EASE,MOLO,29/07/2024,1080,MALE,10000,2500,1,1150,5/8/2024,5/8/2024,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2015
806648,6000,1750,5300,2/25/2025,5 WEEKS CREDIT EASE,MOLO,4/1/2025,1073,FEMALE,6000,3500,1,2600,17/03/2025,17/03/2025,0,5,Food & Hospitality,Caterer,2017
681717,11000,4200,0,5/28/2024,7 WEEKS CREDIT EASE,MOLO,30/05/2024,1050,FEMALE,28600,2000,1,2670,28/05/2024,28/05/2024,0,6,Food & Hospitality,Green Grocery (Fruit/Vegetables),2023
909037,10000,2750,0,10/22/2025,5 WEEKS CREDIT EASE,MOLO,22/10/2025,1026,MALE,24000,2000,1,60,29/11/2025,29/11/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2013
752536,13000,3500,0,1/28/2025,5 WEEKS CREDIT EASE,MOLO,11/6/2024,1021,FEMALE,22800,2000,1,270,21/11/2025,21/11/2025,0,5,"Agriculture, Forestry & Fishing",Green Grocery (Fruit/Vegetables),2016
879782,6000,1750,0,8/25/2025,5 WEEKS CREDIT EASE,MOLO,9/1/2025,1011,FEMALE,10500,3000,1,3010,10/10/2025,10/10/2025,0,5,Personal Services ,Tailoring Services,2024
840897,15000,5600,0,6/13/2025,7 WEEKS CREDIT EASE,MOLO,7/2/2025,993,FEMALE,18800,7000,1,4582,21/08/2025,21/08/2025,0,7,Food & Hospitality,Retail Shop,2019
735233,7000,2000,0,11/15/2024,5 WEEKS CREDIT EASE,MOLO,26/09/2024,984,FEMALE,14000,3000,1,131,11/11/2025,11/11/2025,0,5,Human Health & Animal Services,Agro-vet,2019
891122,10000,2750,0,9/15/2025,5 WEEKS CREDIT EASE,MOLO,22/09/2025,931,MALE,32500,2000,1,2300,30/11/2025,30/11/2025,0,5,Food & Hospitality,Bar/ Restaurant,2019
821725,10000,2750,0,1/5/2025,5 WEEKS CREDIT EASE,MOLO,5/8/2025,920,FEMALE,15700,2500,1,150,11/7/2025,11/7/2025,0,5,Food & Hospitality,Food Kiosks,2024
873985,15000,5600,0,3/9/2025,7 WEEKS CREDIT EASE,MOLO,9/4/2025,770,FEMALE,20000,20000,1,448,30/11/2025,30/11/2025,0,7,Food & Hospitality,Green Grocery (Fruit/Vegetables),2022
757913,5000,1500,0,11/11/2024,5 WEEKS CREDIT EASE,MOLO,19/11/2024,536,FEMALE,8000,2000,1,981,25/02/2025,25/02/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2019
843413,12000,3250,0,6/18/2025,5 WEEKS CREDIT EASE,MOLO,23/06/2025,505,MALE,20000,2000,1,1664,30/11/2025,30/11/2025,0,5,Manufacturing,Green Grocery (Fruit/Vegetables),2018
888754,14000,3750,0,9/13/2025,5 WEEKS CREDIT EASE,MOLO,17/09/2025,484,MALE,21000,2500,1,3120,25/11/2025,25/11/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2018
783568,7000,2000,0,1/19/2025,5 WEEKS CREDIT EASE,MOLO,22/01/2025,444,MALE,12000,1500,1,9000,7/11/2025,7/11/2025,0,5,Hospitality & Tourism,Food Kiosks,2011
832680,25000,9100,0,6/14/2025,7 WEEKS CREDIT EASE,MOLO,14/06/2025,444,FEMALE,56200,7000,1,1550,13/11/2025,13/11/2025,0,7,Food & Hospitality,Meat Vendor-Butchery,2017
671851,11000,3000,0,4/18/2024,5 WEEKS CREDIT EASE,MOLO,19/04/2024,354,MALE,99000,2000,1,2355,30/11/2025,30/11/2025,0,5,Food & Hospitality,Green Grocery (Fruit/Vegetables),2017
720868,10000,3850,0,5/9/2024,7 WEEKS CREDIT EASE,MOLO,9/5/2024,23,MALE,10000,2000,1,264,20/08/2025,20/08/2025,0,7,Food & Hospitality,Green Grocery (Fruit/Vegetables),2012
